workbook,business_unit,status,source_row_number,source_label,month_label,metric_name,value_raw,value_numeric,reason
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,14,Логистика,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,14,Логистика,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,14,Логистика,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,14,Логистика,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,14,Логистика,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,14,Логистика,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,15,Такси,янв 26,Cost article - Такси,-,0.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,16,Разные налоги и взносы,янв 26,Cost article - Разные налоги и взносы,-,0.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,17,Постоянные расходы,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,18,ФОТ - Постоянные,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,19,Управленческий персонал ФОТ,янв 26,Cost article - Управленческий персонал ФОТ,-,0.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,20,Сервисы и их настройка,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,21,КОМИССИИ БАНКОВ,янв 26,Cost article - КОМИССИИ БАНКОВ,7980,7980.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,22,Отсмотр видео,янв 26,Cost article - Отсмотр видео,-,0.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,23,Командировочные,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,24,Операционная прибыль,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,авг 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,сен 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,окт 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,ноя 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,дек 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,янв 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,фев 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,25,Операционная рентабельность,мар 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,26,Прочие доходы,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,27,Проценты по вкладам,янв 26,Other income - Deposit interest,27525,27525.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,28,Прочие расходы,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,29,EBITDA,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,авг 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,сен 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,окт 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,ноя 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,дек 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,янв 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,фев 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,30,Рентабельность по EBITDA,мар 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,31,Амортизация,янв 26,Cost article - Амортизация,-,0.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,32,Прибыль до процентов и налогов (EBIT),мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,авг 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,сен 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,окт 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,ноя 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,дек 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,янв 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,фев 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,33,Рентабельность по EBIT,мар 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,34,Проценты по кредитам и займам,янв 26,Cost article - Проценты по кредитам и займам,-,0.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,35,Прибыль до налогов (EBT),мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,авг 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,сен 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,окт 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,ноя 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,дек 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,янв 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,фев 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,36,Рентабельность по EBT,мар 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,inserted,37,Налог на прибыль (доходы),янв 26,Cost article - Налог на прибыль (доходы),-,0.0,
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,38,Чистая прибыль (убыток),мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,авг 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,сен 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,окт 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,ноя 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,дек 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,янв 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,фев 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,39,Рентабельность чистой прибыли,мар 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,40,Дивиденды,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (7).xlsx,general,skipped,41,Нераспределенная прибыль,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,inserted,7,Выручка,янв 26,Revenue,7033673,7033673.0,
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,8,Другие продажи,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,9,Продажа билетов B2C,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,10,Переменные расходы,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,11,Инвестиции,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,12,ПЕРЕЕЗД,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,inserted,13,Техника,янв 26,Cost article - Техника,-,0.0,
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,inserted,14,Свет/Мебель/Предметы интерьера,янв 26,Cost article - Свет/Мебель/Предметы интерьера,118807,118807.0,
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,inserted,15,Ремонт/Стройка/Стройматериалы,янв 26,Cost article - Ремонт/Стройка/Стройматериалы,1162286,1162286.0,
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,16,ФОТ - Переменные,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,16,ФОТ - Переменные,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,16,ФОТ - Переменные,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,16,ФОТ - Переменные,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,16,ФОТ - Переменные,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,16,ФОТ - Переменные,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (6).xlsx,b2c_moscow,skipped,16,ФОТ - Переменные,фев 26,,,,subtotal_or_result_row_skipped
